#        T (MeV)   d\mu_e/dL_\mu  d\mu_\mu/dL_\mu  d\mu_\tau/dL_\mu  d\mu_{\nu_e}/dL_\mu  d\mu_{\nu_\mu}/dL_\mu  d\mu_{\nu_\tau}/dL_\mu   d\mu_Q/dL_\mu   d\mu_B/dL_\mu in units of T^-2
      2.7550e+03     -1.5877e-01       1.8415e+00       -1.6545e-01           3.1755e-01             2.3178e+00              3.1087e-01      4.7632e-01     -1.1675e-01
      2.7600e+03     -1.5875e-01       1.8415e+00       -1.6541e-01           3.1751e-01             2.3178e+00              3.1085e-01      4.7626e-01     -1.1666e-01
      2.7650e+03     -1.5873e-01       1.8415e+00       -1.6536e-01           3.1747e-01             2.3177e+00              3.1084e-01      4.7620e-01     -1.1657e-01
      2.7700e+03     -1.5871e-01       1.8416e+00       -1.6532e-01           3.1743e-01             2.3177e+00              3.1083e-01      4.7614e-01     -1.1648e-01
      2.7750e+03     -1.5869e-01       1.8416e+00       -1.6527e-01           3.1739e-01             2.3177e+00              3.1081e-01      4.7608e-01     -1.1639e-01
      2.7800e+03     -1.5868e-01       1.8416e+00       -1.6523e-01           3.1735e-01             2.3176e+00              3.1080e-01      4.7603e-01     -1.1630e-01
      2.7850e+03     -1.5866e-01       1.8416e+00       -1.6519e-01           3.1731e-01             2.3176e+00              3.1078e-01      4.7597e-01     -1.1621e-01
      2.7900e+03     -1.5864e-01       1.8416e+00       -1.6514e-01           3.1727e-01             2.3175e+00              3.1077e-01      4.7591e-01     -1.1613e-01
      2.7950e+03     -1.5862e-01       1.8416e+00       -1.6510e-01           3.1723e-01             2.3175e+00              3.1075e-01      4.7585e-01     -1.1604e-01
      2.8000e+03     -1.5860e-01       1.8417e+00       -1.6506e-01           3.1720e-01             2.3175e+00              3.1074e-01      4.7579e-01     -1.1595e-01
      2.8050e+03     -1.5858e-01       1.8417e+00       -1.6501e-01           3.1716e-01             2.3174e+00              3.1072e-01      4.7574e-01     -1.1587e-01
      2.8100e+03     -1.5856e-01       1.8417e+00       -1.6497e-01           3.1712e-01             2.3174e+00              3.1071e-01      4.7568e-01     -1.1578e-01
      2.8150e+03     -1.5854e-01       1.8417e+00       -1.6493e-01           3.1708e-01             2.3173e+00              3.1070e-01      4.7562e-01     -1.1570e-01
      2.8200e+03     -1.5852e-01       1.8417e+00       -1.6489e-01           3.1705e-01             2.3173e+00              3.1068e-01      4.7557e-01     -1.1561e-01
      2.8250e+03     -1.5850e-01       1.8418e+00       -1.6484e-01           3.1701e-01             2.3173e+00              3.1067e-01      4.7551e-01     -1.1553e-01
      2.8300e+03     -1.5849e-01       1.8418e+00       -1.6480e-01           3.1697e-01             2.3172e+00              3.1065e-01      4.7546e-01     -1.1544e-01
      2.8350e+03     -1.5847e-01       1.8418e+00       -1.6476e-01           3.1693e-01             2.3172e+00              3.1064e-01      4.7540e-01     -1.1536e-01
      2.8400e+03     -1.5845e-01       1.8418e+00       -1.6472e-01           3.1690e-01             2.3172e+00              3.1063e-01      4.7535e-01     -1.1528e-01
      2.8450e+03     -1.5843e-01       1.8418e+00       -1.6468e-01           3.1686e-01             2.3171e+00              3.1061e-01      4.7529e-01     -1.1520e-01
      2.8500e+03     -1.5841e-01       1.8418e+00       -1.6464e-01           3.1682e-01             2.3171e+00              3.1060e-01      4.7524e-01     -1.1511e-01
      2.8550e+03     -1.5839e-01       1.8419e+00       -1.6460e-01           3.1679e-01             2.3170e+00              3.1058e-01      4.7518e-01     -1.1503e-01
      2.8600e+03     -1.5838e-01       1.8419e+00       -1.6456e-01           3.1675e-01             2.3170e+00              3.1057e-01      4.7513e-01     -1.1495e-01
      2.8650e+03     -1.5836e-01       1.8419e+00       -1.6452e-01           3.1672e-01             2.3170e+00              3.1056e-01      4.7507e-01     -1.1487e-01
      2.8700e+03     -1.5834e-01       1.8419e+00       -1.6448e-01           3.1668e-01             2.3169e+00              3.1054e-01      4.7502e-01     -1.1479e-01
      2.8750e+03     -1.5832e-01       1.8419e+00       -1.6444e-01           3.1665e-01             2.3169e+00              3.1053e-01      4.7497e-01     -1.1471e-01
      2.8800e+03     -1.5830e-01       1.8419e+00       -1.6440e-01           3.1661e-01             2.3169e+00              3.1052e-01      4.7491e-01     -1.1463e-01
      2.8850e+03     -1.5829e-01       1.8420e+00       -1.6436e-01           3.1657e-01             2.3168e+00              3.1050e-01      4.7486e-01     -1.1455e-01
      2.8900e+03     -1.5827e-01       1.8420e+00       -1.6432e-01           3.1654e-01             2.3168e+00              3.1049e-01      4.7481e-01     -1.1447e-01
      2.8950e+03     -1.5825e-01       1.8420e+00       -1.6428e-01           3.1650e-01             2.3168e+00              3.1048e-01      4.7476e-01     -1.1439e-01
      2.9000e+03     -1.5824e-01       1.8420e+00       -1.6424e-01           3.1647e-01             2.3167e+00              3.1046e-01      4.7471e-01     -1.1431e-01
      2.9050e+03     -1.5822e-01       1.8420e+00       -1.6420e-01           3.1644e-01             2.3167e+00              3.1045e-01      4.7465e-01     -1.1423e-01
      2.9100e+03     -1.5820e-01       1.8420e+00       -1.6417e-01           3.1640e-01             2.3166e+00              3.1044e-01      4.7460e-01     -1.1416e-01
      2.9150e+03     -1.5818e-01       1.8421e+00       -1.6413e-01           3.1637e-01             2.3166e+00              3.1042e-01      4.7455e-01     -1.1408e-01
      2.9200e+03     -1.5817e-01       1.8421e+00       -1.6409e-01           3.1633e-01             2.3166e+00              3.1041e-01      4.7450e-01     -1.1400e-01
      2.9250e+03     -1.5815e-01       1.8421e+00       -1.6405e-01           3.1630e-01             2.3165e+00              3.1040e-01      4.7445e-01     -1.1393e-01
      2.9300e+03     -1.5813e-01       1.8421e+00       -1.6401e-01           3.1627e-01             2.3165e+00              3.1038e-01      4.7440e-01     -1.1385e-01
      2.9350e+03     -1.5812e-01       1.8421e+00       -1.6398e-01           3.1623e-01             2.3165e+00              3.1037e-01      4.7435e-01     -1.1377e-01
      2.9400e+03     -1.5810e-01       1.8421e+00       -1.6394e-01           3.1620e-01             2.3164e+00              3.1036e-01      4.7430e-01     -1.1370e-01
      2.9450e+03     -1.5808e-01       1.8422e+00       -1.6390e-01           3.1617e-01             2.3164e+00              3.1035e-01      4.7425e-01     -1.1362e-01
      2.9500e+03     -1.5807e-01       1.8422e+00       -1.6387e-01           3.1613e-01             2.3164e+00              3.1033e-01      4.7420e-01     -1.1355e-01
      2.9550e+03     -1.5805e-01       1.8422e+00       -1.6383e-01           3.1610e-01             2.3163e+00              3.1032e-01      4.7415e-01     -1.1347e-01
      2.9600e+03     -1.5803e-01       1.8422e+00       -1.6379e-01           3.1607e-01             2.3163e+00              3.1031e-01      4.7410e-01     -1.1340e-01
      2.9650e+03     -1.5802e-01       1.8422e+00       -1.6376e-01           3.1603e-01             2.3163e+00              3.1029e-01      4.7405e-01     -1.1333e-01
      2.9700e+03     -1.5800e-01       1.8422e+00       -1.6372e-01           3.1600e-01             2.3162e+00              3.1028e-01      4.7400e-01     -1.1325e-01
      2.9750e+03     -1.5798e-01       1.8423e+00       -1.6368e-01           3.1597e-01             2.3162e+00              3.1027e-01      4.7395e-01     -1.1318e-01
      2.9800e+03     -1.5797e-01       1.8423e+00       -1.6365e-01           3.1594e-01             2.3162e+00              3.1026e-01      4.7391e-01     -1.1311e-01
      2.9850e+03     -1.5795e-01       1.8423e+00       -1.6361e-01           3.1591e-01             2.3161e+00              3.1024e-01      4.7386e-01     -1.1304e-01
      2.9900e+03     -1.5794e-01       1.8423e+00       -1.6358e-01           3.1587e-01             2.3161e+00              3.1023e-01      4.7381e-01     -1.1296e-01
      2.9950e+03     -1.5792e-01       1.8423e+00       -1.6354e-01           3.1584e-01             2.3161e+00              3.1022e-01      4.7376e-01     -1.1289e-01
      3.0000e+03     -1.5790e-01       1.8423e+00       -1.6351e-01           3.1581e-01             2.3160e+00              3.1021e-01      4.7371e-01     -1.1282e-01
      3.0050e+03     -1.5789e-01       1.8423e+00       -1.6347e-01           3.1578e-01             2.3160e+00              3.1020e-01      4.7367e-01     -1.1275e-01
      3.0100e+03     -1.5787e-01       1.8424e+00       -1.6344e-01           3.1575e-01             2.3160e+00              3.1018e-01      4.7362e-01     -1.1268e-01
      3.0150e+03     -1.5786e-01       1.8424e+00       -1.6340e-01           3.1572e-01             2.3159e+00              3.1017e-01      4.7357e-01     -1.1261e-01
      3.0200e+03     -1.5784e-01       1.8424e+00       -1.6337e-01           3.1569e-01             2.3159e+00              3.1016e-01      4.7353e-01     -1.1254e-01
      3.0250e+03     -1.5783e-01       1.8424e+00       -1.6333e-01           3.1565e-01             2.3159e+00              3.1015e-01      4.7348e-01     -1.1247e-01
      3.0300e+03     -1.5781e-01       1.8424e+00       -1.6330e-01           3.1562e-01             2.3159e+00              3.1013e-01      4.7344e-01     -1.1240e-01
      3.0350e+03     -1.5780e-01       1.8424e+00       -1.6327e-01           3.1559e-01             2.3158e+00              3.1012e-01      4.7339e-01     -1.1233e-01
      3.0400e+03     -1.5778e-01       1.8424e+00       -1.6323e-01           3.1556e-01             2.3158e+00              3.1011e-01      4.7334e-01     -1.1226e-01
      3.0450e+03     -1.5777e-01       1.8425e+00       -1.6320e-01           3.1553e-01             2.3158e+00              3.1010e-01      4.7330e-01     -1.1219e-01
      3.0500e+03     -1.5775e-01       1.8425e+00       -1.6317e-01           3.1550e-01             2.3157e+00              3.1009e-01      4.7325e-01     -1.1213e-01
      3.0550e+03     -1.5774e-01       1.8425e+00       -1.6313e-01           3.1547e-01             2.3157e+00              3.1007e-01      4.7321e-01     -1.1206e-01
      3.0600e+03     -1.5772e-01       1.8425e+00       -1.6310e-01           3.1544e-01             2.3157e+00              3.1006e-01      4.7316e-01     -1.1199e-01
      3.0650e+03     -1.5771e-01       1.8425e+00       -1.6307e-01           3.1541e-01             2.3156e+00              3.1005e-01      4.7312e-01     -1.1192e-01
      3.0700e+03     -1.5769e-01       1.8425e+00       -1.6303e-01           3.1538e-01             2.3156e+00              3.1004e-01      4.7307e-01     -1.1186e-01
      3.0750e+03     -1.5768e-01       1.8425e+00       -1.6300e-01           3.1535e-01             2.3156e+00              3.1003e-01      4.7303e-01     -1.1179e-01
      3.0800e+03     -1.5766e-01       1.8426e+00       -1.6297e-01           3.1532e-01             2.3155e+00              3.1002e-01      4.7299e-01     -1.1173e-01
      3.0850e+03     -1.5765e-01       1.8426e+00       -1.6294e-01           3.1529e-01             2.3155e+00              3.1000e-01      4.7294e-01     -1.1166e-01
      3.0900e+03     -1.5763e-01       1.8426e+00       -1.6290e-01           3.1527e-01             2.3155e+00              3.0999e-01      4.7290e-01     -1.1159e-01
      3.0950e+03     -1.5762e-01       1.8426e+00       -1.6287e-01           3.1524e-01             2.3155e+00              3.0998e-01      4.7285e-01     -1.1153e-01
      3.1000e+03     -1.5760e-01       1.8426e+00       -1.6284e-01           3.1521e-01             2.3154e+00              3.0997e-01      4.7281e-01     -1.1146e-01
      3.1050e+03     -1.5759e-01       1.8426e+00       -1.6281e-01           3.1518e-01             2.3154e+00              3.0996e-01      4.7277e-01     -1.1140e-01
      3.1100e+03     -1.5757e-01       1.8426e+00       -1.6278e-01           3.1515e-01             2.3154e+00              3.0995e-01      4.7272e-01     -1.1134e-01
      3.1150e+03     -1.5756e-01       1.8427e+00       -1.6275e-01           3.1512e-01             2.3153e+00              3.0994e-01      4.7268e-01     -1.1127e-01
      3.1200e+03     -1.5755e-01       1.8427e+00       -1.6272e-01           3.1509e-01             2.3153e+00              3.0992e-01      4.7264e-01     -1.1121e-01
      3.1250e+03     -1.5753e-01       1.8427e+00       -1.6268e-01           3.1506e-01             2.3153e+00              3.0991e-01      4.7260e-01     -1.1114e-01
      3.1300e+03     -1.5752e-01       1.8427e+00       -1.6265e-01           3.1504e-01             2.3152e+00              3.0990e-01      4.7256e-01     -1.1108e-01
      3.1350e+03     -1.5750e-01       1.8427e+00       -1.6262e-01           3.1501e-01             2.3152e+00              3.0989e-01      4.7251e-01     -1.1102e-01
      3.1400e+03     -1.5749e-01       1.8427e+00       -1.6259e-01           3.1498e-01             2.3152e+00              3.0988e-01      4.7247e-01     -1.1096e-01
      3.1450e+03     -1.5748e-01       1.8427e+00       -1.6256e-01           3.1495e-01             2.3152e+00              3.0987e-01      4.7243e-01     -1.1089e-01
      3.1500e+03     -1.5746e-01       1.8427e+00       -1.6253e-01           3.1493e-01             2.3151e+00              3.0986e-01      4.7239e-01     -1.1083e-01
      3.1550e+03     -1.5745e-01       1.8428e+00       -1.6250e-01           3.1490e-01             2.3151e+00              3.0985e-01      4.7235e-01     -1.1077e-01
      3.1600e+03     -1.5744e-01       1.8428e+00       -1.6247e-01           3.1487e-01             2.3151e+00              3.0984e-01      4.7231e-01     -1.1071e-01
      3.1650e+03     -1.5742e-01       1.8428e+00       -1.6244e-01           3.1484e-01             2.3151e+00              3.0982e-01      4.7227e-01     -1.1065e-01
      3.1700e+03     -1.5741e-01       1.8428e+00       -1.6241e-01           3.1482e-01             2.3150e+00              3.0981e-01      4.7222e-01     -1.1059e-01
      3.1750e+03     -1.5739e-01       1.8428e+00       -1.6238e-01           3.1479e-01             2.3150e+00              3.0980e-01      4.7218e-01     -1.1053e-01
      3.1800e+03     -1.5738e-01       1.8428e+00       -1.6235e-01           3.1476e-01             2.3150e+00              3.0979e-01      4.7214e-01     -1.1047e-01
